Protein Id	Gene Symbol	DMSO_R1	DMSO_R2	DMSO_R3	DMSO_R4	Erl_R1	Erl_R2	Erl_R3	Erl_R4	Lap_R1	Lap_R2	Lap_R3	Lap_R4	Sor_R1	Sor_R2	Sor_R3	Sor_R4	Sun_R1	Sun_R2	Sun_R3	Sun_R4
sp|Q9Y2K3|MYH15_HUMAN	MYH15	12.3665	9.45433	13.2725	11.7376	10.7997	11.9842	19.3293	12.2044	13.2576	11.8203	9.40074	9.48693	7.93605	5.49515	6.06634	5.21943	7.31199	9.57417	6.60364	6.67908
sp|O14744|ANM5_HUMAN	PRMT5	9.86155	10.363	9.85116	10.2817	10.1485	9.81574	9.33811	9.84113	9.72434	9.35416	9.8543	9.91385	10.2306	10.4231	10.3432	10.6789	9.93912	10.1401	9.99962	9.89803
sp|Q12980|NPRL3_HUMAN	NPRL3	9.09204	9.50838	9.52646	10.697	10.7291	10.0661	8.14074	11.4497	9.84706	10.6339	9.33045	10.1997	9.63374	10.2377	9.65701	10.9382	11.3103	8.94172	9.13234	10.9283
sp|Q9NQG6|MID51_HUMAN	MIEF1	9.59861	8.96847	9.45418	9.68557	9.9714	8.3414	9.17292	9.20469	9.0622	9.99993	10.5584	9.12233	11.3197	11.0461	10.3309	10.5769	11.1852	10.507	10.9576	10.9365
sp|Q9UPN4|AZI1_HUMAN	AZI1	9.20446	9.88495	8.85774	8.86544	9.37871	8.54652	7.65132	9.04526	9.10997	9.027	10.6289	9.7187	10.6687	12.2071	11.5609	12.5341	12.1782	9.79442	10.2003	10.9373
sp|O60645|EXOC3_HUMAN	EXOC3	9.9776	10.0213	9.71322	9.23377	9.8519	9.94441	9.66601	9.7253	9.22502	9.98115	10.245	9.68297	10.5826	10.1627	10.1128	10.3236	10.0655	10.1878	10.6938	10.6035
sp|Q8TEW0|PARD3_HUMAN	PARD3	10.7941	13.1374	9.18746	10.5963	12.5483	9.87288	9.95522	9.79043	10.6588	8.3976	10.5331	9.99538	8.28044	7.57036	9.61702	9.98105	9.62722	9.11288	9.81515	10.5289
sp|Q7Z3J2|CP062_HUMAN	C16orf62	9.71741	9.73099	9.832	8.90505	10.1947	9.35599	9.90842	9.15242	10.2592	9.71752	10.565	8.45008	10.1327	10.0364	10.4831	10.2488	10.366	10.4892	11.3287	11.1264
sp|Q8NDI1-2|EHBP1_HUMAN	EHBP1	9.29558	9.73651	9.56868	10.6913	9.94356	9.52122	8.73233	10.2496	9.88604	9.71537	9.87779	9.47697	9.50621	10.1761	9.59447	8.83096	11.1508	11.0686	11.224	11.7539
sp|Q9UIF9|BAZ2A_HUMAN	BAZ2A	0	0	10.8648	7.66363	0	0	8.72422	9.42158	0	0	12.0059	11.0552	0	0	11.647	10.3762	0	0	9.88169	8.35984
sp|O00534|VMA5A_HUMAN	VWA5A	9.40214	10.0491	10.1438	9.05609	10.3809	10.311	9.86035	9.71547	11.0892	11.2312	11.2815	11.2545	8.96974	9.10136	8.89106	9.0109	9.46101	10.0044	10.5062	10.2802
sp|Q969Q5|RAB24_HUMAN	RAB24	9.45514	9.2552	9.20497	8.99477	9.50326	9.64467	8.85648	9.37416	9.1562	10.0591	10.5976	9.49428	12.0894	12.4903	11.2973	11.6754	9.07041	9.27634	9.46777	11.0373
sp|O43567|RNF13_HUMAN	RNF13	8.75804	9.37554	8.72071	8.7513	10.5501	10.0665	9.06322	9.76184	10.5772	11.1024	11.7169	10.4271	8.87872	9.27224	9.10827	8.85767	11.2445	10.1747	12.2268	11.3663
sp|O95258-3|UCP5_HUMAN	SLC25A14	9.27847	8.94687	9.95128	9.00992	9.53937	8.93066	9.60184	8.30969	8.89521	9.19955	10.3219	9.07577	15.4841	13.8101	10.8797	12.3446	7.53032	8.3853	10.7658	9.73954
sp|Q5SVS4|KMCP1_HUMAN	SLC25A30	0	0	9.04271	5.52523	0	0	5.76752	6.63287	0	0	9.10949	6.5122	0	0	18.5901	20.3376	0	0	9.09483	9.38745
sp|Q99986|VRK1_HUMAN	VRK1	9.41331	9.61675	8.7698	10.213	8.03319	7.70875	7.87494	8.71012	8.06132	8.4552	9.46808	8.36251	11.4147	11.4203	9.86428	9.77094	13.4679	12.4085	13.285	13.6814
sp|A6NKD9|CC85C_HUMAN	CCDC85C	10.7099	10.526	10.7496	10.5954	9.77272	9.4577	8.20288	10.1597	10.7056	10.8059	11.3917	11.4143	8.78665	9.29353	8.68702	8.2197	9.75735	10.1847	10.3579	10.2218
sp|Q69YQ0|CYTSA_HUMAN	SPECC1L	9.83723	9.74884	10.3022	10.4447	9.83986	9.88219	9.74909	10.2797	10.2582	9.28923	10.063	10.1163	10.3313	9.62654	9.76191	9.04593	11.0056	10.181	10.1216	10.1155
sp|P35241-5|RADI_HUMAN	RDX	9.86957	10.1035	9.61917	9.17441	9.63003	10.0214	9.70986	10.0931	9.32887	9.50219	9.55159	10.0591	10.6577	10.2398	10.0816	10.3998	10.3137	10.3332	10.7748	10.5366
sp|P26038|MOES_HUMAN	MSN	10.1264	10.0499	10.5646	10.3451	9.71793	9.48969	10.141	9.90827	10.1635	9.35646	9.12204	9.7061	9.96911	10.198	10.7875	9.99924	10.414	10.5149	9.7052	9.72094
sp|Q5TZA2|CROCC_HUMAN	CROCC	10.6412	10.5725	8.8912	11.0854	10.4342	10.4685	9.33125	11.0356	9.503	9.28627	9.46984	9.47804	10.0589	9.38413	9.80066	9.82074	9.93837	9.71296	9.66019	11.4271
sp|P15311|EZRI_HUMAN	EZR	9.93712	9.94339	9.80986	9.35364	9.50813	9.78199	9.43325	9.61587	9.6673	9.91389	9.35814	10.463	10.3063	10.1692	10.1983	10.3932	10.4784	10.2943	10.5758	10.799
sp|Q9HA77|SYCM_HUMAN	CARS2	8.81365	9.03747	8.92349	8.63333	9.49792	9.55679	9.4074	9.19912	10.1106	10.5178	10.3742	9.93061	10.6355	11.3033	11.5309	10.5625	10.2535	10.2734	10.9185	10.5199
sp|Q9H1K1|ISCU_HUMAN	ISCU	9.66809	9.8196	9.61415	8.86584	8.43258	8.89223	9.33144	9.27971	9.99826	10.189	10.4433	9.90552	12.2478	12.6369	12.1059	11.8127	9.5962	8.51934	9.47716	9.16436
sp|Q9Y4F1|FARP1_HUMAN	FARP1	9.40581	9.2403	9.9847	9.38778	9.48095	10.1854	10.1765	9.31122	9.85036	9.75937	9.5815	9.36708	10.1529	10.1013	10.0952	10.4125	10.6475	11.1761	10.8867	10.7968
sp|P54098|DPOG1_HUMAN	POLG	9.36763	9.67974	9.50787	9.87681	9.873	9.52814	9.5163	9.37879	10.0161	10.1711	10.0011	9.12048	9.65059	10.4821	10.1499	11.1855	10.6045	10.627	10.5953	10.6679
sp|O00151|PDLI1_HUMAN	PDLIM1	10.4294	10.5078	10.1958	10.3739	9.81963	10.3132	10.1146	10.5307	10.2893	9.81292	9.84279	10.0828	9.75393	9.60884	10.0376	9.45568	9.76596	9.69903	9.7528	9.61324
sp|Q13428-4|TCOF_HUMAN	TCOF1	9.57821	9.70414	9.4197	9.18381	9.40243	9.28895	9.37002	9.44495	9.98727	10.0537	10.1351	9.74632	9.97605	10.2731	10.3428	10.1436	11.0468	10.6894	11.1372	11.0765
sp|Q8IVF2|AHNK2_HUMAN	AHNAK2	11.3908	13.0561	12.6516	12.3427	10.2787	9.83384	8.8842	9.52805	9.41477	8.96698	9.30379	9.73932	8.43249	8.51091	9.20647	10.4779	10.2887	9.8267	8.92339	8.9426
sp|Q09666|AHNK_HUMAN	AHNAK	9.03029	9.0914	9.4849	9.6822	10.1928	10.2775	9.02334	9.91066	10.1858	10.2625	9.32646	10.165	8.59997	8.71907	9.16328	8.75311	11.7543	11.8863	12.243	12.2481
sp|Q09666-2|AHNK_HUMAN	AHNAK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9Y240|CLC11_HUMAN	CLEC11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|O43747-2|AP1G1_HUMAN	AP1G1	9.59688	9.51645	10.2296	9.17451	10.4237	10.3514	10.8719	9.72102	10.0164	9.27214	10.5198	9.46619	9.91554	10.0252	9.93928	9.96075	10.5912	10.291	10.1749	9.94206
sp|P54920|SNAA_HUMAN	NAPA	11.1893	9.41856	10.1416	10.396	8.78205	8.19403	9.25794	9.8192	8.68381	11.095	9.97101	9.62602	14.2734	9.91132	10.051	11.3564	9.40301	9.04943	9.68026	9.70058
sp|Q9H115|SNAB_HUMAN	NAPB	0	0	11.1138	8.08957	0	0	13.3765	8.23016	0	0	11.0159	8.49209	0	0	10.8066	10.0923	0	0	10.2774	8.50572
sp|Q68EM7|RHG17_HUMAN	ARHGAP17	9.67872	9.7937	9.79636	9.41952	10.1133	10.2743	9.95251	9.61155	9.94076	10.598	10.5041	10.4615	9.53217	10.255	9.67138	9.80119	9.80414	10.0099	10.5858	10.1962
sp|Q17R89|RHG44_HUMAN	ARHGAP44	8.81073	10.7366	0	0	8.11143	9.84619	0	0	9.32237	9.89894	0	0	9.0468	10.2464	0	0	11.0646	12.916	0	0
sp|Q12756-2|KIF1A_HUMAN	KIF1A	10.1781	11.9322	10.9222	9.77647	9.68962	9.0769	9.44027	8.70331	9.09424	8.75632	8.80635	9.03771	11.6657	9.27477	12.1799	12.0045	8.84724	11.485	9.62453	9.50485
sp|O43896|KIF1C_HUMAN	KIF1C	10.4617	10.8085	10.4299	9.67601	9.84023	9.94233	10.3418	9.92482	11.1383	9.67559	10.5413	10.1288	10.0765	9.76649	10.3575	9.93774	9.46824	8.82203	9.18662	9.47556
sp|Q9H1H9|KI13A_HUMAN	KIF13A	10.0548	10.5427	10.0719	10.0565	9.91703	9.88588	9.91334	10.0096	9.47041	9.30142	10.0045	9.92939	8.39623	8.84835	8.7031	8.70379	12.0802	11.503	11.4026	11.2052
sp|Q96L93-2|KI16B_HUMAN	KIF16B	9.09573	9.99438	10.1374	9.68734	9.67045	9.49189	9.73058	7.4496	10.0334	9.76698	10.0681	10.544	9.93464	10.079	10.9919	10.5702	10.9285	11.005	10.4692	10.3517
sp|Q9NQT8|KI13B_HUMAN	KIF13B	9.5958	10.0942	9.64695	9.90931	9.96285	10.2716	9.14007	10.041	9.97271	9.51725	9.85291	9.79203	9.73481	10.1076	10.8773	11.0122	10.428	10.3152	9.95378	9.77456
sp|O60333-4|KIF1B_HUMAN	KIF1B	10.1407	10.5982	10.4619	9.59374	9.25581	9.99367	10.4174	10.3462	10.5171	9.64143	10.4114	9.98469	9.6069	9.98964	10.0239	9.37909	10.4949	9.76182	9.71204	9.6696
sp|O60333-3|KIF1B_HUMAN	KIF1B	10.3372	11.6228	12.7206	10.4255	9.9152	10.6143	10.7688	10.6881	9.89628	9.23019	10.3987	9.997	9.29784	9.97166	9.72408	7.88764	10.1638	8.95083	8.98594	8.40355
sp|O95239|KIF4A_HUMAN	KIF4A	8.60977	9.38705	0	0	6.33941	6.00904	0	0	5.31477	7.01761	0	0	11.9309	15.731	0	0	15.8038	13.8566	0	0
sp|O15066|KIF3B_HUMAN	KIF3B	9.63567	10.1316	0	0	9.88738	10.5566	0	0	10.1403	9.55428	0	0	9.36667	9.70389	0	0	10.5702	10.4533	0	0
sp|Q9BVG8|KIFC3_HUMAN	KIFC3	0	0	11.0118	10.178	0	0	10.8928	10.8627	0	0	9.66521	9.84923	0	0	10.5802	10.7452	0	0	8.2866	7.92831
sp|Q9P2P6|STAR9_HUMAN	STARD9	9.50263	10.001	10.6555	9.75961	10.4941	10.3639	10.3752	9.72476	9.96601	10.4309	10.7316	9.4399	9.41977	10.507	9.56757	9.22378	9.38023	9.93451	10.4999	10.0221
sp|Q9Y496|KIF3A_HUMAN	KIF3A	9.8632	9.98371	9.96462	10.5653	10.3913	9.66067	10.0072	10.2253	10.1959	9.52543	10.1313	10.0185	9.75031	10.1885	10.5435	9.7797	10.2742	10.1667	9.66919	9.09542
sp|Q9NWU5|RM22_HUMAN	MRPL22	9.46159	8.83155	8.85777	8.46897	10.1148	9.06598	8.94714	9.58235	9.80703	10.285	11.4072	8.8642	12.0643	11.1462	10.8199	11.203	9.66804	9.55542	10.3134	11.5361
sp|O14782|KIF3C_HUMAN	KIF3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P09417|DHPR_HUMAN	QDPR	9.83636	9.83088	9.69003	9.32471	9.38764	9.20384	9.21645	9.33391	9.65398	9.60236	9.66704	9.44949	11.2866	11.4453	11.5175	11.0366	10.1261	9.62689	10.5981	10.1661
sp|Q8NFW8|NEUA_HUMAN	CMAS	9.86812	9.85206	10.482	9.51472	10.1955	10.1105	9.66132	9.75458	9.78174	10.0911	10.1702	9.38225	9.59791	9.76907	10.0206	10.6365	10.3012	10.4327	10.2433	10.1346
sp|Q86UK7|ZN598_HUMAN	ZNF598	12.0518	11.2408	10.162	10.1566	10.0164	9.73699	9.628	10.397	9.93469	9.90872	10.2092	9.60553	9.3395	9.6972	10.5977	9.75043	8.44535	9.62847	9.67125	9.82228
tr|H3BQQ2|H3BQQ2_HUMAN	ZNF598	9.43724	9.41635	0	0	8.9013	10.1333	0	0	9.7364	9.43222	0	0	9.98868	11.6207	0	0	11.0662	10.2676	0	0
sp|P11766|ADHX_HUMAN	ADH5	9.76493	9.95319	9.76072	9.41265	9.84337	9.95923	8.90658	9.53396	9.67779	9.24842	9.2143	9.49327	10.5539	10.4886	10.784	11.3729	10.0107	10.4999	10.6827	10.839
sp|P46019|KPB2_HUMAN	PHKA2	10.4057	10.8455	9.94022	9.71918	9.79557	9.79792	9.11	9.66619	9.45148	9.64897	9.57468	9.61259	9.53759	9.63381	10.1058	10.8273	10.5834	10.3	10.5896	10.8545
sp|P46020-2|KPB1_HUMAN	PHKA1	9.9122	10.6776	9.82813	9.57936	9.52822	9.14912	9.29345	9.49692	9.94315	9.31499	10.2412	9.53904	10.0897	10.4605	9.92138	10.7548	10.621	10.3035	10.9958	10.3499
sp|P34897|GLYM_HUMAN	SHMT2	9.26336	9.33138	9.28464	9.49004	10.2044	9.83586	9.49385	9.43878	9.61071	9.79755	9.50134	9.62844	11.3624	11.5606	12.0652	12.5276	9.33363	9.70009	9.18918	9.38089
sp|P34896|GLYC_HUMAN	SHMT1	9.08559	8.82303	9.55246	10.1506	9.29607	8.66848	9.46141	8.94073	9.80542	9.19611	8.78111	9.81908	10.4961	11.4682	11.7014	10.6917	10.7501	12.411	9.42564	11.4759
sp|O15061|SYNEM_HUMAN	SYNM	10.3171	9.9181	10.0919	11.0864	10.6578	11.1794	11.5006	11.3063	10.7879	9.88823	9.4408	10.0279	10.3289	9.3642	10.1189	9.86302	8.84641	8.71201	8.11025	8.45399
tr|C9JIE4|C9JIE4_HUMAN	SYNM	9.96192	9.56843	10.6606	12.0106	10.0681	10.9806	10.5996	11.7729	10.6699	9.80759	12.3689	7.9945	11.092	9.25031	9.84319	9.22085	9.1659	9.43534	8.09093	7.43801
sp|Q12788|TBL3_HUMAN	TBL3	8.41762	9.44637	8.85192	9.71925	10.4012	10.5575	10.5861	10.7005	9.65723	10.0212	10.3566	10.3103	10.3319	10.1308	9.46708	10.1885	11.3187	9.71755	9.84093	9.9788
tr|E9PC62|E9PC62_HUMAN	CELF2	9.94403	9.95712	9.76905	9.94767	9.93699	9.85346	9.77949	10.3335	9.85257	10.3726	10.9925	10.232	9.67471	9.54238	9.42103	9.51956	10.5005	10.3657	10.0694	9.93576
sp|Q92879-4|CELF1_HUMAN	CELF1	9.48361	9.68612	10.5084	9.61281	10.4917	9.7045	10.1132	9.55898	9.94926	9.65376	9.86687	9.16261	10.6922	10.4423	11.1741	10.8348	10.0982	9.79833	9.27808	9.89009
tr|E9PSH0|E9PSH0_HUMAN	CELF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P52815|RM12_HUMAN	MRPL12	10.1351	9.68469	9.45892	9.14745	7.86437	10.1142	10.1825	9.94957	8.24664	11.9	11.6344	10.2091	12.8374	11.8045	11.1547	9.89705	9.43385	7.97931	9.68206	8.6843
sp|Q9UBX3-2|DIC_HUMAN	SLC25A10	9.05288	8.78483	9.29416	8.46811	9.7242	9.06911	9.5205	8.87117	10.4672	10.4998	10.1025	9.57437	10.4119	10.7885	10.7098	11.584	10.5963	10.6054	10.9384	10.9371
sp|Q9UJX6|ANC2_HUMAN	ANAPC2	9.99888	9.5741	10.3484	10.6614	9.76392	10.0328	9.25372	9.29605	10.358	10.336	9.98096	9.92348	9.4011	9.70415	8.75846	10.1335	10.9665	9.86468	10.7254	10.9187
sp|Q96CW5|GCP3_HUMAN	TUBGCP3	9.87675	9.90614	9.82884	8.97873	9.91279	9.53792	9.62281	9.33362	9.31499	9.47547	10.638	9.38625	10.4444	10.3527	10.4078	10.5019	10.0966	11.0822	10.6276	10.6744
sp|P12081|SYHC_HUMAN	HARS	10.1832	9.92712	9.54042	10.6645	10.224	10.2783	9.51219	10.4228	9.49496	9.54133	10.3243	10.1745	11.0052	10.8252	10.445	10.514	9.3719	9.14882	9.25335	9.1489
sp|P49590|SYHM_HUMAN	HARS2	9.13926	9.28414	9.49304	8.95817	9.04001	9.13238	8.97331	8.70888	10.1172	10.0015	10.4635	9.28618	11.0465	12.1802	11.8494	11.848	10.0747	9.9842	10.1569	10.2626
sp|Q15057|ACAP2_HUMAN	ACAP2	9.31273	10.291	10.5051	9.91822	9.82328	10.1579	10.6034	9.35961	9.64812	9.61842	11.1886	9.07997	9.93701	10.2374	9.71018	8.53266	10.8995	10.0746	11.1667	9.93557
sp|Q9H0D6|XRN2_HUMAN	XRN2	9.24673	9.93678	9.00532	9.36488	9.54119	9.93408	9.11714	9.6527	8.93647	9.83198	10.0915	9.73337	10.1816	10.3406	9.39495	9.61762	11.102	10.9486	11.6979	12.3246
sp|Q9NRV9|HEBP1_HUMAN	HEBP1	9.51629	9.92762	9.65728	8.77274	9.52111	8.75327	9.10325	9.11108	9.83779	9.70954	8.77398	10.3896	10.3665	11.1292	11.1168	11.4415	10.6773	10.5614	10.8096	10.8242
sp|Q13049|TRI32_HUMAN	TRIM32	9.92186	10.3063	9.76308	9.63985	10.5216	9.84048	9.97857	9.29593	9.79956	9.69223	11.4717	8.73973	9.18549	9.98514	10.4163	9.59461	10.6527	10.0947	11.065	10.0352
sp|Q5PRF9|SMAG2_HUMAN	SAMD4B	9.89166	10.1165	9.71815	9.23514	10.2824	10.2124	9.69117	9.64784	10.5153	10.4279	10.9505	10.2703	9.40053	9.54218	9.78594	9.91995	9.91476	9.69637	10.2927	10.4883
sp|Q15327|ANKR1_HUMAN	ANKRD1	10.7398	8.66051	12.39	15.9274	11.9902	13.9595	14.9874	13.8121	8.30117	8.92318	9.59662	9.29203	13.9438	9.80336	7.77212	6.00231	7.0057	6.67268	5.03302	5.187
sp|Q9H7J1|PPR3E_HUMAN	PPP1R3E	10.7061	11.4644	9.72378	9.6622	9.27228	8.99766	9.09675	9.43273	9.66061	8.70109	10.5634	9.62936	9.81632	9.89778	9.5743	10.528	10.6407	10.843	10.6186	11.1709
sp|Q92797|SYMPK_HUMAN	SYMPK	9.8017	10.4058	9.33494	9.96304	9.49317	9.25497	9.18412	9.25715	9.6742	9.80501	9.82918	9.66004	9.96646	10.7518	10.1802	10.337	10.5536	10.2934	10.8156	11.4388
sp|Q5M775|CYTSB_HUMAN	SPECC1	9.90056	9.906	10.7377	10.3563	9.75393	10.1546	12.5327	10.2622	8.76456	9.94244	8.90551	8.6929	9.85714	11.0399	11.0245	9.44138	10.5164	10.1645	9.78242	8.26443
sp|P11387|TOP1_HUMAN	TOP1	9.24678	9.98168	9.26074	10.0191	10.2201	10.0714	9.26615	10.6778	9.90875	9.80713	10.1334	10.6909	9.23179	9.68561	9.25818	9.28864	10.9033	10.9434	10.3871	11.0181
sp|Q9H2G2|SLK_HUMAN	SLK	10.0404	10.1563	10.3214	10.6027	10.0997	10.2941	10.0255	10.4415	9.99193	9.29051	10.0516	10.1431	10.2101	10.3261	10.0971	9.83784	10.0669	9.52405	9.11954	9.35978
sp|P42345|MTOR_HUMAN	MTOR	9.70522	10.0576	9.79892	9.16155	9.69768	9.74754	9.7978	9.42329	10.2857	9.91604	10.473	9.70588	9.71233	9.82087	9.77415	9.97378	10.5656	10.4913	10.8823	11.0093
sp|Q9BRX8|F213A_HUMAN	FAM213A	9.25018	9.37444	8.97749	9.73393	9.57307	8.78555	9.23569	10.0559	10.771	10.1201	9.82194	10.3266	10.8674	10.9713	10.6935	11.3151	10.2809	10.006	9.53807	10.3017
sp|Q12872-2|SFSWA_HUMAN	SFSWAP	9.45643	9.49997	0	0	9.10298	9.52133	0	0	10.3681	10.3248	0	0	9.85992	10.9031	0	0	10.6331	10.3301	0	0
sp|Q15024|EXOS7_HUMAN	EXOSC7	9.45146	9.61813	9.12851	9.89051	9.88457	9.4007	9.70383	10.2108	10.5572	10.0564	10.2185	10.4121	9.81341	10.5178	9.59963	10.2171	10.2625	10.4378	10.5756	10.0435
sp|Q96GD0|PLPP_HUMAN	PDXP	10.8131	10.2308	10.4213	10.8117	9.40429	9.93689	9.72815	9.41572	9.65307	9.54927	9.64735	8.3535	9.86047	9.99207	10.4607	10.3518	10.6273	9.93267	10.4404	10.3694
sp|P33121|ACSL1_HUMAN	ACSL1	8.91568	9.22331	9.35449	8.66897	9.85091	9.67693	9.09175	9.25784	10.6457	10.7742	10.0268	9.8578	10.0839	11.105	10.7286	11.4292	9.79412	9.93036	10.8668	10.7177
sp|Q9NRA8-3|4ET_HUMAN	EIF4ENIF1	9.8988	9.80681	9.44053	10.6119	9.66333	9.40195	10.3271	10.3924	9.94642	9.62377	10.0605	10.1847	10.3612	10.6128	10.1865	8.8522	10.826	9.85898	10.0907	9.85343
sp|P22570|ADRO_HUMAN	FDXR	8.81843	9.20814	9.20982	8.7284	9.675	9.66614	9.45172	9.27263	10.2729	10.266	10.0145	10.0383	10.42	11.6051	11.2279	11.2854	9.8246	10.2438	10.4726	10.2988
sp|P41227|NAA10_HUMAN	NAA10	10.0364	10.1052	9.80192	11.2041	10.1829	10.495	9.878	10.9116	10.0441	10.002	10.4352	10.0916	10.7117	10.8162	9.8103	10.4808	8.67886	8.9276	8.60675	8.77973
sp|Q8NDH3|PEPL1_HUMAN	NPEPL1	9.59033	10.1592	9.43012	10.3638	9.86279	9.9971	10.1323	9.16451	10.0736	9.39641	9.6909	9.11769	9.55901	9.9057	9.4799	10.0565	11.0049	10.451	11.2496	11.3146
sp|Q86V59|PNML1_HUMAN	PNMAL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9Y5V0|ZN706_HUMAN	ZNF706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q3KQV9|UAP1L_HUMAN	UAP1L1	10.2439	10.8599	10.1539	9.46719	9.627	9.4271	8.2551	8.19268	9.34721	9.06321	9.0311	9.97901	10.9378	11.4127	12.0106	12.2649	9.97119	9.10996	10.4827	10.1629
sp|Q16222|UAP1_HUMAN	UAP1	10.7271	9.30604	9.60303	10.2625	11.1758	10.3072	9.51151	9.58242	9.45755	10.0228	10.7691	8.9936	9.48156	8.5028	10.2114	10.0574	10.2908	10.7284	10.6749	10.334
sp|Q684P5|RPGP2_HUMAN	RAP1GAP2	11.704	12.6576	9.78179	11.7937	10.8791	11.2875	10.0524	11.6411	11.5657	10.7689	10.5114	11.2299	8.97671	7.75423	10.1147	11.1485	7.24807	7.15821	6.15905	7.56747
sp|P47736-4|RPGP1_HUMAN	RAP1GAP	0	0	10.8055	8.29594	0	0	8.37223	8.41859	0	0	9.0113	8.9353	0	0	15.7409	16.9926	0	0	7.36933	6.0583
sp|O00401|WASL_HUMAN	WASL	10.0628	10.101	10.179	10.988	10.3147	9.87627	9.76848	9.92784	9.51928	10.3164	8.75864	11.025	10.0349	10.2964	9.77739	10.3533	9.76863	9.70971	9.92828	9.29415
sp|Q9C0C9|UBE2O_HUMAN	UBE2O	10.3691	10.6703	9.84429	9.48069	9.10939	8.90087	10.0262	9.50391	9.75039	8.80996	9.15574	9.17376	11.262	11.6786	12.3613	11.8805	10.2012	9.24818	9.26185	9.31177
sp|Q96EV2|RBM33_HUMAN	RBM33	9.08925	10.384	9.29957	9.65124	9.66142	9.738	9.25785	9.65027	9.41873	9.69714	9.52156	10.8005	10.4708	10.5618	9.49267	9.75246	11.0523	9.92653	11.3577	11.2162
sp|O00443|P3C2A_HUMAN	PIK3C2A	9.52938	9.56498	9.75273	9.80433	9.56825	9.38494	8.85554	9.62957	10.4862	9.99888	10.5448	9.6753	10.1846	10.1546	10.2143	10.8037	10.6506	10.4776	9.88554	10.8342
sp|Q96ST2|IWS1_HUMAN	IWS1	9.52631	10.2504	9.56243	9.13991	9.71525	10.0071	9.41453	9.50041	9.51132	9.82038	9.74658	9.45021	9.75381	10.9779	11.5206	10.7447	10.1824	10.2551	10.6896	10.231
sp|Q13813-2|SPTN1_HUMAN	SPTAN1	10.1933	10.0415	9.89451	10.2784	9.94485	10.1041	9.8716	10.0613	9.48561	9.86153	9.71542	9.91249	9.95304	9.77686	9.92128	9.62563	10.1942	10.4451	10.4152	10.3041
sp|Q13813-3|SPTN1_HUMAN	SPTAN1	10.2735	10.7087	10.764	9.12118	10.4619	10.7182	10.6864	8.98172	10.3159	10.2766	9.44706	10.4438	8.55868	8.6586	10.5175	8.77923	9.27299	10.7548	11.3858	9.87331
sp|P07814|SYEP_HUMAN	EPRS	10.1289	10.2817	10.0772	9.84644	9.99382	9.83864	9.67997	9.87921	9.73677	9.24524	9.38858	9.72523	10.776	10.7705	11.2818	11.3572	9.63207	9.59632	9.28544	9.47881
sp|P47897|SYQ_HUMAN	QARS	9.98671	9.81466	10.3131	9.58845	10.4844	10.2202	10.4038	10.1118	10.4347	9.72616	10.0823	10.2987	10.0269	9.8585	10.0545	10.2737	9.66009	9.7877	9.1755	9.69809
sp|P0C7T5|ATX1L_HUMAN	ATXN1L	9.84683	10.44	0	0	11.4589	9.75687	0	0	9.83781	8.69255	0	0	8.87119	9.87461	0	0	10.8507	10.3705	0	0
sp|Q6PGP7|TTC37_HUMAN	TTC37	9.77104	9.99009	9.74867	9.51315	9.52158	9.88158	9.23939	9.4547	9.79285	9.80529	10.1891	9.74341	10.6291	10.5418	10.2309	10.6744	9.76566	10.301	10.447	10.7593
sp|Q86UQ4|ABCAD_HUMAN	ABCA13	9.6727	10.5353	0	0	8.21072	8.72621	0	0	9.97745	9.01437	0	0	10.9234	11.5971	0	0	11.8575	9.48518	0	0
sp|Q9Y5B9|SP16H_HUMAN	SUPT16H	9.26168	9.16153	9.30589	8.87321	9.32575	8.91876	8.73482	9.41864	9.52387	9.43481	10.3946	9.1143	10.4728	11.3898	10.3983	10.1039	11.7889	10.7221	11.8017	11.8546
sp|P34059|GALNS_HUMAN	GALNS	9.87503	9.90293	9.63633	9.16006	9.73047	9.97913	8.86052	9.25486	9.91326	10.6198	9.97682	9.72678	9.85891	9.96517	10.1867	10.5194	10.1134	10.0419	11.7325	10.9461
sp|P15289|ARSA_HUMAN	ARSA	9.6769	10.1335	9.84661	8.91695	10.6831	9.78141	9.27364	9.90582	9.51701	10.8671	9.76113	9.4721	9.36066	9.25119	10.1783	10.2933	10.1412	10.5879	10.9364	11.4158
sp|Q99959-2|PKP2_HUMAN	PKP2	10.4158	10.0657	10.8718	10.4066	10.5551	10.822	11.8286	10.2323	10.4711	9.66068	9.47213	9.59222	8.74078	8.38134	8.95726	8.81928	10.2068	10.6807	10.0156	9.80425
