ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1372959	0.0000072	0.00000186	-7.183443	4.278608	-1.62580543	Aldh5a1	aldehyde dehydrogenase 5 family, member A1
ILMN_1352914	0.0000072	0.00000186	7.18331	4.278364	0.37730894		
ILMN_1349209	0.00000722	0.00000186	-7.181343	4.274756	-1.03569896	Lrp5	LDL receptor related protein 5
ILMN_1367895	0.00000722	0.00000186	7.181119	4.274346	1.31091548		
ILMN_1371578	0.00000726	0.00000188	-7.177873	4.268388	-0.27622704		
ILMN_1356923	0.00000728	0.00000188	7.176834	4.266481	1.111018		
ILMN_1367779	0.00000729	0.00000188	-7.17536	4.263776	-1.77225098	Il33	interleukin 33
ILMN_1376707	0.0000073	0.00000189	7.174815	4.262775	0.4196156	Jph4	junctophilin 4
ILMN_1359257	0.0000073	0.00000189	-7.174581	4.262346	-0.32469414	Ap3m1	adaptor-related protein complex 3, mu 1 subunit
ILMN_1353655	0.00000734	0.0000019	-7.171827	4.257289	-0.42207808		
ILMN_1357059	0.00000734	0.0000019	-7.171486	4.256664	-0.4512305	Alox5ap	arachidonate 5-lipoxygenase activating protein
ILMN_1361526	0.00000736	0.0000019	-7.169792	4.253553	-0.48943432	Sec23a	Sec23 homolog A, coat complex II component
ILMN_1348927	0.00000737	0.0000019	-7.169037	4.252167	-0.36865662	Tbxas1	thromboxane A synthase 1
ILMN_1355676	0.00000737	0.00000191	-7.168922	4.251956	-0.8008175		
ILMN_1650343	0.00000739	0.00000191	7.167027	4.248476	0.45223982		
ILMN_1367231	0.0000074	0.00000191	-7.16614	4.246847	-0.30909033		
ILMN_1367786	0.00000742	0.00000192	-7.164954	4.244667	-0.41774566	Tmem138	transmembrane protein 138
ILMN_1366431	0.00000746	0.00000193	-7.161782	4.238841	-0.53126806	Nr2f2	nuclear receptor subfamily 2, group F, member 2
ILMN_1376480	0.00000747	0.00000193	-7.161082	4.237555	-1.16757427	Hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1
ILMN_1353927	0.00000747	0.00000193	-7.160993	4.237392	-0.46906218	Dpf2	double PHD fingers 2
ILMN_1351608	0.00000752	0.00000195	-7.157039	4.230124	-0.28805523	Traf4	Tnf receptor associated factor 4
ILMN_1372525	0.00000753	0.00000195	-7.156035	4.22828	-0.32102749	RGD1564450	RGD1564450
ILMN_1372638	0.00000754	0.00000195	-7.155237	4.226813	-0.59737781	Cwf19l2	CWF19-like 2, cell cycle control (S. pombe)
ILMN_1349832	0.00000754	0.00000195	-7.155128	4.226612	-1.39529711	Arhgap18	Rho GTPase activating protein 18
ILMN_1530210	0.00000755	0.00000196	7.153971	4.224484	1.32268944		
ILMN_1371959	0.00000756	0.00000196	-7.153369	4.223378	-0.64087333	Tm6sf1	transmembrane 6 superfamily member 1
ILMN_1375624	0.00000757	0.00000196	7.152595	4.221955	0.34070907		
ILMN_1651121	0.0000076	0.00000197	7.150173	4.217501	0.45557118	Dspp	dentin sialophosphoprotein
ILMN_1368112	0.0000076	0.00000197	-7.150067	4.217306	-1.28153554	Plcg1	phospholipase C, gamma 1
ILMN_1354536	0.00000762	0.00000197	-7.148605	4.214618	-0.48295906	Fgd6	FYVE, RhoGEF and PH domain containing 6
ILMN_1354213	0.00000765	0.00000198	-7.146007	4.20984	-0.38219654	Adh4	alcohol dehydrogenase 4 (class II), pi polypeptide
ILMN_1364403	0.00000766	0.00000199	-7.145456	4.208826	-0.41454475	Zfyve1	zinc finger FYVE-type containing 1
ILMN_1374756	0.00000766	0.00000199	-7.144818	4.207653	-0.38956946		
ILMN_1358888	0.00000767	0.00000199	-7.144248	4.206603	-1.01766689	Psmb10	proteasome subunit beta 10
ILMN_1369196	0.00000768	0.00000199	-7.143294	4.204849	-0.54549137		
ILMN_1360919	0.00000768	0.00000199	-7.143158	4.204599	-2.0115238	Cul4a	cullin 4A
ILMN_1352149	0.00000768	0.00000199	-7.142956	4.204227	-1.00959267		
ILMN_1352848	0.00000768	0.00000199	-7.14288	4.204087	-0.4929428	Cdc42ep3	CDC42 effector protein 3
ILMN_1352433	0.00000769	0.000002	-7.142439	4.203275	-0.8830932	Nsmce2	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase
ILMN_1373854	0.00000776	0.00000202	-7.137099	4.193448	-0.50289639	RGD1306750	LOC362451
ILMN_1364214	0.00000778	0.00000202	7.135511	4.190524	0.90342197		
ILMN_1650488	0.0000078	0.00000203	7.133736	4.187258	0.28366218		
ILMN_1374390	0.00000783	0.00000204	-7.131495	4.183132	-0.66679989	Zfp846	zinc finger protein 846
ILMN_1360766	0.00000786	0.00000204	7.129797	4.180005	1.52156968		
ILMN_1367498	0.00000791	0.00000206	7.125816	4.172671	0.33883796		
ILMN_1650557	0.00000793	0.00000206	7.124684	4.170586	0.20819872		
ILMN_2040295	0.00000793	0.00000206	7.124564	4.170366	0.23176603		
ILMN_1348963	0.00000794	0.00000207	-7.123274	4.167989	-0.35948651		
ILMN_1376892	0.00000801	0.00000208	-7.11877	4.159688	-1.37440591		
ILMN_1365863	0.00000802	0.00000209	-7.117833	4.157961	-0.67633434	Prdm2	PR domain 2
ILMN_1350567	0.00000802	0.00000209	7.117591	4.157515	0.44970457		
ILMN_1650923	0.00000802	0.00000209	-7.117344	4.15706	-0.40239044	Cyb5r1	cytochrome b5 reductase 1
ILMN_1374743	0.00000803	0.00000209	-7.116772	4.156005	-0.49286576	Cep290	centrosomal protein 290
ILMN_1375621	0.00000804	0.00000209	-7.115719	4.154063	-0.48680628		
ILMN_1348856	0.00000807	0.0000021	-7.113955	4.150813	-0.70752528		
ILMN_1371791	0.00000809	0.00000211	-7.112029	4.14726	-1.25803304	Dapk1	death associated protein kinase 1
ILMN_1374934	0.00000815	0.00000212	7.10788	4.139608	0.69672875		
ILMN_1349798	0.00000819	0.00000213	7.105026	4.134344	0.41437775		
ILMN_1351199	0.00000819	0.00000213	-7.104755	4.133843	-1.21686423	Syvn1	synoviolin 1
ILMN_1650911	0.0000082	0.00000214	7.104024	4.132495	0.55215693		
ILMN_1359998	0.00000822	0.00000214	-7.102735	4.130117	-0.48535438	Ccdc126	coiled-coil domain containing 126
ILMN_1349248	0.00000828	0.00000216	-7.098289	4.121911	-0.54293504	Igsf9	immunoglobulin superfamily, member 9
ILMN_1353833	0.00000828	0.00000216	-7.098253	4.121845	-0.73219859	Acot1	acyl-CoA thioesterase 1
ILMN_1369547	0.00000828	0.00000216	-7.09814	4.121637	-0.73488615	Nudt5	nudix hydrolase 5
ILMN_1354440	0.0000083	0.00000216	-7.097007	4.119544	-0.27536295	Grik1	glutamate ionotropic receptor kainate type subunit 1
ILMN_1360992	0.0000083	0.00000217	-7.096765	4.119099	-0.29998671	Npr1	natriuretic peptide receptor 1
ILMN_1359468	0.00000833	0.00000217	-7.094876	4.115611	-0.74552328	Dhcr24	24-dehydrocholesterol reductase
ILMN_2039404	0.00000834	0.00000218	7.094068	4.114119	0.36207475	Prlr	prolactin receptor
ILMN_1361501	0.00000834	0.00000218	-7.093844	4.113705	-0.37607446		
ILMN_1360061	0.00000834	0.00000218	7.093701	4.113442	0.57275967		
ILMN_1361358	0.00000836	0.00000218	-7.09225	4.110762	-0.3989668	LOC288978	hypothetical LOC288978
ILMN_1355882	0.00000838	0.00000219	7.090923	4.108311	2.09548705		
ILMN_1369211	0.0000084	0.00000219	7.089343	4.105393	1.86672232		
ILMN_1358369	0.00000844	0.0000022	-7.086647	4.100414	-0.29353061		
ILMN_1357120	0.00000844	0.0000022	-7.086509	4.100159	-0.91670358		
ILMN_1650587	0.00000845	0.00000221	7.085968	4.099158	0.28865545		
ILMN_1351232	0.00000847	0.00000221	-7.08464	4.096706	-0.46137006	Fap	fibroblast activation protein, alpha
ILMN_1353791	0.00000853	0.00000223	-7.080147	4.088402	-0.37927095	Trappc9	trafficking protein particle complex 9
ILMN_1366290	0.00000854	0.00000223	-7.079691	4.087559	-1.77089073		
ILMN_1365210	0.00000856	0.00000224	-7.078374	4.085125	-0.88613446	Gls	glutaminase
ILMN_1372487	0.00000856	0.00000224	-7.077753	4.083977	-0.60767452	Cacfd1	calcium channel flower domain containing 1
ILMN_1357443	0.00000863	0.00000226	-7.073042	4.075266	-0.95652544	Atp2c1	ATPase secretory pathway Ca2+ transporting 1
ILMN_1372578	0.00000864	0.00000226	-7.072476	4.074221	-0.83959757	Znrd1	zinc ribbon domain containing 1
ILMN_1363300	0.00000866	0.00000227	-7.071052	4.071586	-1.00680925	Mrpl15	mitochondrial ribosomal protein L15
ILMN_1350396	0.00000868	0.00000227	7.070017	4.069672	0.43386257	Slc52a3	solute carrier family 52 member 3
ILMN_2039812	0.00000868	0.00000227	7.0699	4.069455	0.45995911		
ILMN_1372167	0.00000868	0.00000227	-7.069637	4.068969	-0.41708023	Rap1gap	Rap1 GTPase-activating protein
ILMN_1650691	0.00000868	0.00000227	7.069441	4.068607	0.46056338		
ILMN_1357855	0.00000868	0.00000227	-7.069213	4.068185	-0.37442875	Pcgf2	polycomb group ring finger 2
ILMN_1358679	0.0000087	0.00000228	-7.067943	4.065837	-0.33078057	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2
ILMN_1349751	0.00000871	0.00000228	-7.067104	4.064284	-0.30266078	Tysnd1	trypsin domain containing 1
ILMN_1368255	0.00000876	0.0000023	-7.063977	4.058499	-0.44947447	Abce1	ATP binding cassette subfamily E member 1
ILMN_1355835	0.0000088	0.00000231	7.061514	4.05394	1.06424938	Lamc1	laminin subunit gamma 1
ILMN_1366157	0.0000088	0.00000231	-7.061168	4.0533	-0.56943054	Hs3st1	heparan sulfate-glucosamine 3-sulfotransferase 1
ILMN_1349797	0.0000088	0.00000231	-7.060874	4.052757	-2.01982311	Sepw1	selenoprotein W, 1
ILMN_1367295	0.00000882	0.00000231	7.059833	4.050828	0.42479009		
ILMN_1371561	0.00000882	0.00000231	-7.059362	4.049958	-0.4554099	Adcy2	adenylate cyclase 2
ILMN_1371003	0.00000883	0.00000232	-7.058752	4.048828	-0.3912132	Mpv17l	MPV17 mitochondrial membrane protein-like
ILMN_1530467	0.00000885	0.00000232	7.057281	4.046105	1.22868496	Borcs6	BLOC-1 related complex subunit 6
ILMN_1354279	0.00000886	0.00000232	-7.05698	4.045548	-0.24398193	Mmp11	matrix metallopeptidase 11
ILMN_1530194	0.00000888	0.00000233	7.055485	4.04278	0.72792034		
ILMN_1369092	0.00000888	0.00000233	-7.05538	4.042585	-0.53599267	Mboat4	membrane bound O-acyltransferase domain containing 4
ILMN_1365780	0.00000891	0.00000234	7.053314	4.038759	0.51992346	Rap1gap2	RAP1 GTPase activating protein 2
ILMN_1370703	0.00000893	0.00000234	-7.051951	4.036236	-1.15577643	Rragd	Ras-related GTP binding D
ILMN_1374260	0.00000893	0.00000235	-7.051687	4.035747	-0.33879471	Stat5a	signal transducer and activator of transcription 5A
ILMN_1369780	0.00000896	0.00000235	-7.050086	4.032782	-0.2516233	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2
ILMN_1650590	0.00000897	0.00000236	7.048951	4.030678	0.37281609		
ILMN_1649715	0.00000901	0.00000237	-7.046751	4.026602	-0.50100621		
ILMN_1366622	0.00000903	0.00000237	-7.045065	4.023478	-0.36656638	Eea1	early endosome antigen 1
ILMN_1374214	0.00000903	0.00000237	-7.045002	4.023362	-0.44676802		
ILMN_1361939	0.00000905	0.00000238	-7.043828	4.021186	-1.63101365	Rgs14	regulator of G-protein signaling 14
ILMN_1651172	0.0000091	0.00000239	-7.040742	4.015468	-0.80239402	Dcaf5	DDB1 and CUL4 associated factor 5
ILMN_1650753	0.00000914	0.0000024	7.038152	4.010666	0.37887036		
ILMN_2040620	0.00000914	0.0000024	7.038142	4.010648	0.44518716	Tal1	TAL bHLH transcription factor 1, erythroid differentiation factor
ILMN_1363928	0.00000914	0.0000024	-7.038043	4.010465	-0.69621305	Ptbp2	polypyrimidine tract binding protein 2
ILMN_1372259	0.00000916	0.00000241	7.03678	4.008123	0.45185995	Runx3	runt-related transcription factor 3
ILMN_1369384	0.00000917	0.00000241	7.035941	4.006567	0.45451646	Sh3bp2	SH3-domain binding protein 2
ILMN_1650836	0.0000092	0.00000242	7.033898	4.00278	0.43130679		
ILMN_1650688	0.00000926	0.00000244	7.030277	3.996063	0.43571347		
ILMN_1364330	0.00000926	0.00000244	-7.030021	3.995588	-0.79542257	Rad23a	RAD23 homolog A, nucleotide excision repair protein
ILMN_1365620	0.00000929	0.00000245	7.028417	3.992613	0.3557667		
ILMN_1363198	0.00000929	0.00000245	-7.028411	3.992601	-0.70398376	Mien1	migration and invasion enhancer 1
ILMN_1370227	0.00000933	0.00000246	7.025715	3.9876	0.39403578		
ILMN_1530349	0.00000934	0.00000246	-7.025264	3.986762	-1.15596283	Pon2	paraoxonase 2
ILMN_1369578	0.00000936	0.00000247	-7.023564	3.983608	-0.46186257		
ILMN_1363970	0.00000936	0.00000247	-7.023486	3.983464	-0.65074449	Slc35f6	solute carrier family 35, member F6
ILMN_1365734	0.00000943	0.00000248	7.01945	3.975971	0.49180227		
ILMN_1368879	0.00000944	0.00000249	-7.018949	3.975041	-0.2985327		
ILMN_1368428	0.00000946	0.0000025	-7.017136	3.971675	-0.76099524		
ILMN_1356444	0.00000946	0.0000025	-7.017071	3.971555	-0.83368066		
ILMN_1357874	0.00000948	0.0000025	-7.015778	3.969154	-0.89670178	Ttc33	tetratricopeptide repeat domain 33
ILMN_1365755	0.00000952	0.00000251	-7.01382	3.965519	-0.35658081	Aagab	alpha- and gamma-adaptin binding protein
ILMN_1369349	0.00000952	0.00000251	-7.013602	3.965113	-0.49036066		
ILMN_1373651	0.00000956	0.00000252	-7.011204	3.96066	-0.26357981		
ILMN_1374579	0.00000958	0.00000253	7.009898	3.958234	0.36437868	Chst8	carbohydrate sulfotransferase 8
ILMN_1349396	0.00000958	0.00000253	-7.009799	3.958049	-0.47431783	Tp53i13	tumor protein p53 inducible protein 13
ILMN_1371652	0.00000958	0.00000253	7.00947	3.957438	1.25935827	Ebf3	early B-cell factor 3
ILMN_1375226	0.00000959	0.00000253	-7.008861	3.956307	-0.27242899	Npas2	neuronal PAS domain protein 2
ILMN_1355855	0.00000962	0.00000254	-7.006916	3.952694	-0.41241431	Miip	migration and invasion inhibitory protein
ILMN_1367725	0.00000962	0.00000254	-7.006888	3.952641	-0.85985153	Zfp503	zinc finger protein 503
ILMN_1353196	0.00000962	0.00000254	7.006707	3.952305	0.4522667		
ILMN_1354200	0.00000963	0.00000254	7.006111	3.951197	1.13582847		
ILMN_1371257	0.00000963	0.00000255	-7.005868	3.950746	-0.71369049		
ILMN_1361865	0.00000963	0.00000255	7.005735	3.9505	0.34285818	Zfp597	zinc finger protein 597
ILMN_1360999	0.00000965	0.00000255	-7.004825	3.948809	-1.09235845	Twistnb	TWIST neighbor
ILMN_1366067	0.00000966	0.00000256	-7.003864	3.947022	-0.43009482	Nes	nestin
ILMN_1366838	0.00000968	0.00000256	7.003107	3.945616	0.36170155		
ILMN_1364085	0.00000969	0.00000256	-7.002028	3.943609	-0.44611001	Dnajb14	DnaJ heat shock protein family (Hsp40) member B14
ILMN_1365706	0.00000973	0.00000257	7.000055	3.939943	0.35496322		
ILMN_1374434	0.00000973	0.00000257	-6.999801	3.939471	-0.58641994	Ddx52	DEAD-box helicase 52
ILMN_1354500	0.00000973	0.00000257	6.999613	3.939121	0.3224745		
ILMN_1357175	0.00000977	0.00000259	-6.99717	3.934579	-1.35006056		
ILMN_1369398	0.00000977	0.00000259	-6.997125	3.934496	-1.07895149	Timp2	TIMP metallopeptidase inhibitor 2
ILMN_1363784	0.00000977	0.00000259	6.99702	3.9343	0.24629946		
ILMN_1363528	0.00000984	0.00000261	-6.992876	3.926593	-0.68094869	Ylpm1	YLP motif containing 1
ILMN_1349509	0.00000985	0.00000261	-6.992153	3.925248	-1.38241742	Clasp2	cytoplasmic linker associated protein 2
ILMN_1369551	0.00000985	0.00000261	6.992033	3.925026	0.3424948	Olr323	olfactory receptor 323
ILMN_1351195	0.00000987	0.00000261	-6.991021	3.923142	-0.58512069		
ILMN_1364324	0.0000099	0.00000262	-6.989423	3.920171	-0.92286831	Fech	ferrochelatase
ILMN_1374230	0.0000099	0.00000262	-6.98928	3.919904	-0.7244339	Cdc42se1	CDC42 small effector 1
ILMN_1350706	0.0000099	0.00000262	6.98897	3.919328	0.88502057		
ILMN_1358410	0.00000996	0.00000264	-6.985783	3.913397	-0.79564013	Phkg2	phosphorylase kinase catalytic subunit gamma 2
ILMN_1357250	0.00000996	0.00000264	6.985595	3.913047	0.31893054		
ILMN_1366139	0.0000101	0.00000267	-6.978625	3.900073	-0.70018219	Crcp	CGRP receptor component
ILMN_1365913	0.0000102	0.0000027	-6.973899	3.891274	-1.09081934	Trdn	triadin
ILMN_1649726	0.0000102	0.0000027	6.973576	3.890672	0.39602098		
ILMN_1371202	0.0000102	0.00000271	-6.970417	3.884788	-0.35442583		
ILMN_1374047	0.0000103	0.00000272	-6.968167	3.880596	-0.8803932	Yeats4	YEATS domain containing 4
ILMN_1361265	0.0000103	0.00000273	-6.967013	3.878445	-0.87395187	Xrcc5	X-ray repair cross complementing 5
ILMN_1650481	0.0000103	0.00000273	6.96632	3.877153	0.43447113		
ILMN_1351300	0.0000103	0.00000274	-6.965396	3.875433	-0.45599041	Srfbp1	serum response factor binding protein 1
ILMN_1374297	0.0000103	0.00000275	-6.963714	3.872298	-0.41845031		
ILMN_1375157	0.0000104	0.00000276	6.960001	3.865375	0.37772072		
ILMN_1359734	0.0000104	0.00000277	6.958665	3.862886	0.62719517		
ILMN_1350963	0.0000104	0.00000277	6.958653	3.862863	0.59221313	Fut7	fucosyltransferase 7
ILMN_1351415	0.0000104	0.00000277	-6.958644	3.862846	-1.75378141	Ndufb3	NADH:ubiquinone oxidoreductase subunit B3
ILMN_1354866	0.0000104	0.00000278	-6.95772	3.861124	-0.65634253	Sphkap	SPHK1 interactor, AKAP domain containing
ILMN_1361688	0.0000105	0.00000278	6.956082	3.858069	0.34096328		
ILMN_1365764	0.0000105	0.00000279	6.954885	3.855837	0.33152157		
ILMN_1651038	0.0000105	0.00000279	6.95468	3.855455	0.69965878	Pex26	peroxisomal biogenesis factor 26
ILMN_1349195	0.0000106	0.00000282	-6.949243	3.845312	-0.99120825	Utp11	UTP11, small subunit processome component homolog (S. cerevisiae)
ILMN_1364265	0.0000106	0.00000283	-6.947276	3.841642	-0.32363866	Pole3	polymerase (DNA directed), epsilon 3, accessory subunit
ILMN_1364831	0.0000106	0.00000283	-6.946338	3.839892	-0.73439348	Limd1	LIM domains containing 1
ILMN_1367799	0.0000107	0.00000284	-6.94565	3.838607	-1.30800985	Fdx1l	ferredoxin 1-like
ILMN_1364111	0.0000107	0.00000284	-6.944646	3.836735	-0.25355595	Kctd18	potassium channel tetramerization domain containing 18
ILMN_1376405	0.0000107	0.00000285	-6.943579	3.834743	-0.94465799	Scn4b	sodium voltage-gated channel beta subunit 4
ILMN_1375963	0.0000107	0.00000285	-6.942437	3.83261	-0.33980891		
ILMN_1355804	0.0000107	0.00000285	-6.942402	3.832545	-0.33472849	Iqsec3	IQ motif and Sec7 domain 3
ILMN_1650860	0.0000107	0.00000286	6.941611	3.831069	0.42467836		
ILMN_1356796	0.0000107	0.00000286	6.941436	3.830742	1.45618636		
ILMN_1361295	0.0000107	0.00000286	6.940538	3.829065	0.39530668	Rpgrip1l	Rpgrip1-like
ILMN_1366934	0.0000107	0.00000286	6.940467	3.828933	0.37552378	Spopl	speckle type BTB/POZ protein like
ILMN_1375084	0.0000108	0.00000288	6.937222	3.822874	0.31607153	Oscar	osteoclast associated, immunoglobulin-like receptor
ILMN_1361362	0.0000108	0.00000288	-6.937044	3.822541	-0.3280518	Scarf2	scavenger receptor class F, member 2
ILMN_1371205	0.0000108	0.00000288	-6.936941	3.82235	-0.30670025	Map4k1	mitogen activated protein kinase kinase kinase kinase 1
ILMN_1375247	0.0000108	0.00000289	-6.93595	3.820499	-0.36716047	Fxyd2	FXYD domain-containing ion transport regulator 2
ILMN_1357965	0.0000109	0.0000029	-6.93358	3.816073	-1.19825864	Api5	apoptosis inhibitor 5
ILMN_1650213	0.0000109	0.00000291	-6.930876	3.81102	-0.42733238		
ILMN_1355243	0.000011	0.00000293	-6.928137	3.805904	-1.16342332	Fnbp1l	formin binding protein 1-like
ILMN_1376472	0.000011	0.00000293	-6.927296	3.804333	-0.66061015	Irgm	immunity-related GTPase M
ILMN_1367418	0.000011	0.00000293	-6.926845	3.80349	-0.3354958	Zfp142	zinc finger protein 142
ILMN_1363253	0.000011	0.00000295	-6.924396	3.798912	-0.43263994	Rps6kc1	ribosomal protein S6 kinase C1
ILMN_1365097	0.000011	0.00000295	6.924141	3.798436	1.63548769		
ILMN_1358223	0.0000111	0.00000295	-6.923624	3.797469	-1.53695754		
ILMN_1351059	0.0000111	0.00000296	-6.922168	3.794748	-0.94227114	Cdc123	cell division cycle 123
ILMN_1355084	0.0000111	0.00000296	-6.921311	3.793146	-0.65023876		
ILMN_1376462	0.0000111	0.00000296	-6.921202	3.792943	-1.6890746	Fxr1	FMR1 autosomal homolog 1
ILMN_1364625	0.0000112	0.00000299	-6.915888	3.783006	-1.18307086		
ILMN_1353047	0.0000113	0.00000301	6.913228	3.77803	0.56264329		
ILMN_1369472	0.0000113	0.00000302	6.909915	3.771833	0.46549453		
ILMN_1376349	0.0000113	0.00000303	-6.908768	3.769687	-0.43634777	Vrk1	vaccinia related kinase 1
ILMN_1352521	0.0000113	0.00000303	-6.908697	3.769553	-0.75470231	Armcx2	armadillo repeat containing, X-linked 2
ILMN_1361728	0.0000113	0.00000303	-6.908467	3.769124	-0.3670257	Mns1	meiosis-specific nuclear structural 1
ILMN_1650348	0.0000113	0.00000303	6.908379	3.768958	0.33441186		
ILMN_1371479	0.0000114	0.00000305	-6.905873	3.764268	-0.3319012	Pnkp	polynucleotide kinase 3'-phosphatase
ILMN_1374800	0.0000114	0.00000305	6.905121	3.762861	1.33657522		
ILMN_1361742	0.0000114	0.00000305	-6.904749	3.762165	-0.31766761	Rnf39	ring finger protein 39
ILMN_1371759	0.0000114	0.00000306	6.904224	3.761183	1.61889134	Gna13	G protein subunit alpha 13
ILMN_1649823	0.0000114	0.00000306	6.902784	3.758486	0.50769281	Olr1158	olfactory receptor 1158
ILMN_1358673	0.0000115	0.00000307	-6.901361	3.755823	-0.34709037	Wnt11	wingless-type MMTV integration site family, member 11
ILMN_1358811	0.0000115	0.00000307	6.900916	3.754989	0.41003379	Setsip	SET-like protein
ILMN_1361748	0.0000115	0.00000307	-6.900835	3.754838	-0.3708606	Phkg1	phosphorylase kinase, gamma 1
ILMN_1649954	0.0000115	0.00000309	-6.898582	3.75062	-0.44945624	Tti2	TELO2 interacting protein 2
ILMN_1376447	0.0000116	0.0000031	-6.895837	3.745479	-0.54087829	Irf9	interferon regulatory factor 9
ILMN_1369139	0.0000116	0.00000312	-6.893441	3.740992	-0.38564224		
ILMN_1365991	0.0000117	0.00000313	-6.890912	3.736254	-0.414571	Ttc17	tetratricopeptide repeat domain 17
ILMN_1356700	0.0000117	0.00000314	-6.889811	3.73419	-0.34650507	Rin2	Ras and Rab interactor 2
ILMN_1366443	0.0000117	0.00000314	-6.888766	3.732233	-1.72053292		
ILMN_1369439	0.0000117	0.00000314	-6.888569	3.731865	-0.63063702	Parva	parvin, alpha
ILMN_1360212	0.0000117	0.00000315	-6.887403	3.729679	-0.29147876	Foxj2	forkhead box J2
ILMN_1355709	0.0000118	0.00000316	-6.886078	3.727196	-0.91597015	Rcbtb2	RCC1 and BTB domain containing protein 2
