,Gene.symbol,MeanFC,Cleaned Gene Symbols
19041,TFB2M,-0.1480468959,TFB2M
19044,TFDP2,-0.4211167279,TFDP2
19047,TFEB,0.1246051254,TFEB
19052,TFG,-0.1143305662,TFG
19053,TFIP11,0.2376560377,TFIP11
19054,TFPI,-1.0104371841,TFPI
19055,TFPI2,0.1920132052,TFPI2
19056,TFPT,-0.3157909266,TFPT
19058,TFRC,-0.005112006,TFRC
19061,TGFA,1.7219295543,TGFA
19062,TGFB1,0.1090229898,TGFB1
19064,TGFB2,-0.0927934298,TGFB2
19065,TGFB3,0.634992662,TGFB3
19066,TGFBI,0.2117450389,TGFBI
19067,TGFBR1,0.2699336935,TGFBR1
19068,TGFBR2,-0.0846628959,TGFBR2
19069,TGFBR3,0.3327429807,TGFBR3
19071,TGFBRAP1,0.3150129817,TGFBRAP1
19072,TGIF1,0.2431421338,TGIF1
19076,TGM2,-0.6414182735,TGM2
19083,TGS1,0.2132418423,TGS1
19088,THAP11,-0.2834248115,THAP11
19090,THAP3,-0.4266256375,THAP3
19091,THAP4,-0.2134859085,THAP4
19094,THAP7,-0.0618825807,THAP7
19099,THBD,0.8253411179,THBD
19107,THEM4,-0.9631745915,THEM4
19112,THG1L,-0.1982836664,THG1L
19113,THNSL2,0.519711627,THNSL2
19116,THOC3,0.133136969,THOC3
19117,THOC5,-0.1791450185,THOC5
19118,THOC6,0.1197618846,THOC6
19119,THOC7,0.0269259391,THOC7
19120,THOP1,-0.3283466924,THOP1
19122,THRA,-0.968137626,THRA
19123,THRAP3,-0.1146862437,THRAP3
19124,THRB,0.7597963267,THRB
19131,THTPA,-0.0483000496,THTPA
19132,THUMPD1,0.1078567889,THUMPD1
19135,THY1,-0.1391855857,THY1
19136,THYN1,-0.6851855964,THYN1
19138,TIAM1,-0.5306970658,TIAM1
19148,TIGD5,0.0233862295,TIGD5
19153,TIMELESS,-1.0006527484,TIMELESS
19154,TIMM10,-0.1688342672,TIMM10
19155,TIMM10B,0.0662342808,TIMM10B
19156,TIMM17A,-0.0171119335,TIMM17A
19159,TIMM22,-0.1181468687,TIMM22
19161,TIMM44,-0.371029316,TIMM44
19164,TIMM8B,0.0898034971,TIMM8B
19165,TIMM9,-0.4259469642,TIMM9
19166,TIMMDC1,0.0260224751,TIMMDC1
19167,TIMP1,0.1348101952,TIMP1
19168,TIMP2,0.0619910325,TIMP2
19169,TIMP3,-0.256872489,TIMP3
19172,TINAGL1,-0.8205360695,TINAGL1
19174,TINF2,0.1677362625,TINF2
19177,TIPIN,-1.6393297063,TIPIN
19178,TIPRL,-0.0773714419,TIPRL
19179,TJAP1,0.3016807062,TJAP1
19180,TJP1,-0.1213786301,TJP1
19181,TJP2,0.1312500307,TJP2
19184,TK2,-0.2397042797,TK2
19190,TLE1,0.5248504347,TLE1
19191,TLE2,-0.5484982296,TLE2
19192,TLE3,0.4301641684,TLE3
19193,TLE4,0.722398705,TLE4
19195,TLK1,-0.3625947837,TLK1
19205,TLR4,0.4310107597,TLR4
19216,TM2D1,0.0571704442,TM2D1
19217,TM2D2,0.106591572,TM2D2
19218,TM4SF1,-0.2994214405,TM4SF1
19223,TM6SF1,-0.5581203623,TM6SF1
19224,TM7SF3,-0.0384211784,TM7SF3
19225,TM9SF1,-0.0242002006,TM9SF1
19226,TM9SF2,-0.0050383986,TM9SF2
19228,TM9SF4,-0.0466218584,TM9SF4
19229,TMA16,0.1445716941,TMA16
19231,TMBIM1,0.317745624,TMBIM1
19232,TMBIM6,0.1153919883,TMBIM6
19242,TMCC3,-1.3857580816,TMCC3
19243,TMCO1,0.1340345276,TMCO1
19245,TMCO3,0.023148418,TMCO3
19246,TMCO4,-0.1221545728,TMCO4
19249,TMCO6,-2.2426131838,TMCO6
19250,TMED1,-0.483483991,TMED1
19254,TMED2,0.086534758,TMED2
19255,TMED3,-0.0820674571,TMED3
19256,TMED5,0.0651239886,TMED5
19259,TMED9,-0.01863295,TMED9
19262,TMEM101,0.089071695,TMEM101
19264,TMEM106A,-0.794453287,TMEM106A
19265,TMEM106B,-0.4582038537,TMEM106B
19266,TMEM106C,0.0099549086,TMEM106C
19269,TMEM109,-0.3409529036,TMEM109
19270,TMEM11,-0.0647466118,TMEM11
19279,TMEM123,-0.0056559777,TMEM123
19282,TMEM126B,-0.222109597,TMEM126B
19284,TMEM128,-0.0120450511,TMEM128
19293,TMEM134,0.2188475718,TMEM134
19294,TMEM136,-0.5355470243,TMEM136
19295,TMEM138,-0.2920766166,TMEM138
19298,TMEM141,-0.3891254248,TMEM141
19299,TMEM143,-1.7704859805,TMEM143
19300,TMEM144,-1.2895544317,TMEM144
19302,TMEM147,-0.0002182523,TMEM147
19303,TMEM14A,-0.8642596742,TMEM14A
19305,TMEM14C,-0.0867566236,TMEM14C
19307,TMEM150A,-0.321890864,TMEM150A
19317,TMEM160,-0.1202994411,TMEM160
19318,TMEM161A,-0.2086530603,TMEM161A
19322,TMEM164,0.2999328833,TMEM164
19323,TMEM165,-0.027952908,TMEM165
19325,TMEM167B,-0.2224444283,TMEM167B
19326,TMEM168,-0.3132215173,TMEM168
19328,TMEM17,-0.695908004,TMEM17
19335,TMEM176A,0.2337130393,TMEM176A
19336,TMEM176B,0.2077575502,TMEM176B
19337,TMEM177,-2.9958897337,TMEM177
19345,TMEM182,-1.2199335976,TMEM182
19346,TMEM183A,-0.0387044282,TMEM183A
19348,TMEM184B,-0.1057999723,TMEM184B
19349,TMEM184C,-0.0276466852,TMEM184C
19352,TMEM186,0.0783457674,TMEM186
19354,TMEM189,-0.3005113811,TMEM189
19360,TMEM192,0.6256859312,TMEM192
19365,TMEM198B,0.1422907626,TMEM198B
19366,TMEM199,0.2304241913,TMEM199
19367,TMEM2,0.544051653,TMEM2
19374,TMEM205,-0.2204164866,TMEM205
19375,TMEM206,-0.0400385004,TMEM206
19377,TMEM208,0.2357352918,TMEM208
19378,TMEM209,-0.5884297218,TMEM209
19382,TMEM214,-0.157538319,TMEM214
19386,TMEM218,-0.8430753851,TMEM218
19390,TMEM222,0.1215259093,TMEM222
19394,TMEM229B,2.3575884537,TMEM229B
19401,TMEM237,-0.1915126302,TMEM237
19421,TMEM259,0.0601262918,TMEM259
19422,TMEM26,-0.5926079788,TMEM26
19423,TMEM27,0.592019728,TMEM27
19424,TMEM30A,0.1720357257,TMEM30A
19428,TMEM33,0.0434260791,TMEM33
19433,TMEM39A,-0.2159052728,TMEM39A
19438,TMEM43,0.1244060898,TMEM43
19445,TMEM5,0.4733250199,TMEM5
19446,TMEM50A,0.0113130999,TMEM50A
19447,TMEM50B,0.0738777524,TMEM50B
19448,TMEM51,0.3606142468,TMEM51
19452,TMEM53,-0.4470005739,TMEM53
19453,TMEM54,0.3669264163,TMEM54
19454,TMEM55A,-0.8355041132,TMEM55A
19455,TMEM55B,-0.040450337,TMEM55B
19456,TMEM57,-0.0183777895,TMEM57
19461,TMEM63A,0.2724125728,TMEM63A
19463,TMEM63C,-1.2363362491,TMEM63C
19467,TMEM67,-1.3546073796,TMEM67
19468,TMEM68,0.5603654252,TMEM68
19470,TMEM70,-0.0620384677,TMEM70
19472,TMEM72,-3.1047075874,TMEM72
19476,TMEM79,-0.3234590191,TMEM79
19479,TMEM86A,0.7399490149,TMEM86A
19487,TMEM9,-0.0265357851,TMEM9
19491,TMEM98,-0.0673877701,TMEM98
19493,TMEM9B,0.0689844834,TMEM9B
19498,TMLHE,-0.6576985565,TMLHE
19500,TMOD2,-0.6630269776,TMOD2
19503,TMPO,-0.0884206007,TMPO
19529,TMTC3,0.2135029975,TMTC3
19531,TMUB1,-0.2579552825,TMUB1
19532,TMUB2,0.1693918939,TMUB2
19533,TMX1,0.2068396645,TMX1
19535,TMX4,0.3873403976,TMX4
19541,TNFAIP8,-0.0999559163,TNFAIP8
19549,TNFRSF11B,-0.9746461553,TNFRSF11B
19550,TNFRSF12A,-0.3270892478,TNFRSF12A
19556,TNFRSF19,-0.6720798195,TNFRSF19
19557,TNFRSF1A,0.0176960035,TNFRSF1A
19558,TNFRSF21,0.5155800011,TNFRSF21
19570,TNIK,-0.5647494326,TNIK
19571,TNIP1,0.1854088405,TNIP1
19572,TNIP2,-0.4177676219,TNIP2
19575,TNK2,0.1997237931,TNK2
19579,TNMD,-2.9818466517,TNMD
19581,TNNC1,-0.2460506229,TNNC1
19583,TNNI1,-0.1575514934,TNNI1
19585,TNNI3,-0.920684757,TNNI3
19586,TNNT1,-0.4897795973,TNNT1
19591,TNPO1,-0.0088266495,TNPO1
19592,TNPO2,0.0158877354,TNPO2
19593,TNPO3,-0.0732496982,TNPO3
19597,TNRC6A,-0.2654293494,TNRC6A
19598,TNRC6B,-0.3298455123,TNRC6B
19600,TNS1,-1.1674851358,TNS1
19604,TOB1,-0.0222358017,TOB1
19606,TOB2,0.332294234,TOB2
19608,TOE1,-0.4853782848,TOE1
19609,TOLLIP,0.0963100593,TOLLIP
19610,TOM1,0.080436498,TOM1
19612,TOM1L2,-0.0540643728,TOM1L2
19615,TOMM22,-0.0220190615,TOMM22
19616,TOMM34,0.1552674066,TOMM34
19617,TOMM40,-0.1506357832,TOMM40
19622,TOP1,0.1486279858,TOP1
19623,TOP1MT,-0.3966779597,TOP1MT
19627,TOP3B,-0.1005549544,TOP3B
19630,TOR1A,0.3866281741,TOR1A
19631,TOR1AIP1,-0.0163689806,TOR1AIP1
19632,TOR1AIP2,0.0201427837,TOR1AIP2
19633,TOR1B,0.438156956,TOR1B
19634,TOR2A,0.287865572,TOR2A
19635,TOR3A,0.4792280377,TOR3A
19636,TOX,-0.293152256,TOX
19639,TOX4,0.0738159802,TOX4
19656,TPBG,0.6685701744,TPBG
19658,TPCN1,0.1873139736,TPCN1
19659,TPCN2,-0.6115702862,TPCN2
19660,TPD52,-0.8505330598,TPD52
19662,TPD52L2,0.1565484755,TPD52L2
19665,TPGS2,0.0617398291,TPGS2
19668,TPI1,0.0149010625,TPI1
19672,TPM1,-0.2662992396,TPM1
19674,TPM3,0.0341627506,TPM3
19675,TPM4,-0.262518495,TPM4
19678,TPP1,0.0595612191,TPP1
19679,TPP2,0.0984693861,TPP2
19680,TPPP,-0.1165098957,TPPP
19687,TPRKB,-0.3615848233,TPRKB
19695,TPST2,0.1982836613,TPST2
19705,TRA2A,-0.0995011411,TRA2A
19706,TRA2B,-0.3769626571,TRA2B
19707,TRABD,-0.2293322111,TRABD
19710,TRADD,-0.1001720181,TRADD
19712,TRAF2,-0.3809684193,TRAF2
19713,TRAF3,0.3348137944,TRAF3
19714,TRAF3IP1,0.2568580138,TRAF3IP1
19715,TRAF3IP2,-0.2011442115,TRAF3IP2
19718,TRAF4,0.3301589395,TRAF4
19720,TRAF6,-0.2616172779,TRAF6
19722,TRAFD1,0.2062576286,TRAFD1
19723,TRAIP,-2.0255804993,TRAIP
19724,TRAK1,-0.1123687553,TRAK1
19725,TRAK2,-0.1968038649,TRAK2
19726,TRAM1,0.041361173,TRAM1
19727,TRAM1L1,-2.2294962061,TRAM1L1
19730,TRAP1,-0.3024875071,TRAP1
19731,TRAPPC1,0.0361428799,TRAPPC1
19732,TRAPPC10,0.1263660412,TRAPPC10
19736,TRAPPC2,0.0753966854,TRAPPC2
19738,TRAPPC3,-0.2082040646,TRAPPC3
19741,TRAPPC6B,0.1836213909,TRAPPC6B
19742,TRAPPC8,0.0494472924,TRAPPC8
19743,TRAPPC9,-0.2127150908,TRAPPC9
19745,TRDMT1,-1.6295228074,TRDMT1
19746,TRDN,-0.6636982337,TRDN
19755,TRERF1,-1.3967289069,TRERF1
19756,TRH,0.5743764987,TRH
19761,TRIB1,-0.5749485925,TRIB1
19762,TRIB2,-0.1525360539,TRIB2
19763,TRIB3,-0.9229330319,TRIB3
19766,TRIM11,0.1292828183,TRIM11
19769,TRIM16,-0.6921768271,TRIM16
19772,TRIM2,0.148174179,TRIM2
19775,TRIM23,0.0642871354,TRIM23
19776,TRIM24,-0.0364789796,TRIM24
19777,TRIM26,0.2293786422,TRIM26
19779,TRIM28,0.0471748969,TRIM28
19781,TRIM3,0.4011293533,TRIM3
19785,TRIM35,0.3147502816,TRIM35
19786,TRIM36,1.6386277048,TRIM36
19787,TRIM37,-0.4189901332,TRIM37
19791,TRIM41,-0.3303085237,TRIM41
19796,TRIM45,0.1715083687,TRIM45
19809,TRIM54,-2.0131279617,TRIM54
19812,TRIM59,-1.827085972,TRIM59
19816,TRIM63,-0.2376514369,TRIM63
19820,TRIM65,-0.7455668914,TRIM65
19821,TRIM66,-0.2953094273,TRIM66
19829,TRIM8,0.2484458085,TRIM8
19835,TRIP10,-0.1625559568,TRIP10
19837,TRIP12,0.120017232,TRIP12
19838,TRIP13,-0.8394934452,TRIP13
19842,TRIT1,-0.6978479672,TRIT1
19843,TRMT1,0.1032693761,TRMT1
19844,TRMT10A,0.1447038492,TRMT10A
19845,TRMT10B,-1.2244671697,TRMT10B
19846,TRMT10C,0.0943664232,TRMT10C
19848,TRMT112,-0.030645629,TRMT112
19851,TRMT2A,-0.0796288733,TRMT2A
19853,TRMT44,0.5096078525,TRMT44
19854,TRMT5,-0.1187653937,TRMT5
19855,TRMT6,0.1731060276,TRMT6
19856,TRMT61A,0.1494385386,TRMT61A
19863,TROVE2,0.1844860145,TROVE2
19869,TRPC4AP,-0.1261863027,TRPC4AP
19882,TRPS1,-1.4258133762,TRPS1
19883,TRPT1,0.1216774629,TRPT1
19884,TRPV2,-1.6951379271,TRPV2
19889,TRRAP,-0.1913250296,TRRAP
19890,TRUB1,0.2244638899,TRUB1
19893,TSC1,-0.0123714906,TSC1
19894,TSC2,0.0329178709,TSC2
19895,TSC22D1,0.1877015912,TSC22D1
19897,TSC22D2,0.0083932555,TSC22D2
19898,TSC22D3,-0.0333692801,TSC22D3
19900,TSEN15,-0.8470972839,TSEN15
19901,TSEN2,-2.0584194786,TSEN2
19906,TSG101,0.0267930062,TSG101
19916,TSKU,0.5192545957,TSKU
19918,TSN,0.0233509436,TSN
19920,TSNAXIP1,-0.4530641984,TSNAXIP1
19924,TSPAN12,-0.0966737946,TSPAN12
19929,TSPAN18,0.4844416771,TSPAN18
19931,TSPAN2,-0.6798813271,TSPAN2
19932,TSPAN3,0.1049782447,TSPAN3
19933,TSPAN31,-0.3512520232,TSPAN31
19935,TSPAN33,0.4642893555,TSPAN33
19937,TSPAN5,-0.0528779828,TSPAN5
19938,TSPAN6,-0.0291424437,TSPAN6
19939,TSPAN7,-0.1768226436,TSPAN7
19941,TSPAN9,-0.2488472925,TSPAN9
19943,TSPO,-0.1308644355,TSPO
19948,TSPYL1,0.193117805,TSPYL1
19950,TSPYL4,-0.0171798411,TSPYL4
19955,TSR3,-0.0095730892,TSR3
19957,TSSC4,0.0880507308,TSSC4
19963,TST,0.5647165161,TST
19964,TSTA3,0.1139207988,TSTA3
19965,TSTD2,-0.1295760955,TSTD2
19968,TTBK2,-1.2046755187,TTBK2
19969,TTC1,-0.0493629881,TTC1
19970,TTC12,-0.1003960139,TTC12
19971,TTC13,0.5276542478,TTC13
19972,TTC14,0.0381239285,TTC14
19974,TTC17,0.1014300599,TTC17
19976,TTC19,-0.1059698593,TTC19
19979,TTC23,-1.0705932325,TTC23
19984,TTC27,-1.1559478391,TTC27
19988,TTC3,-0.2516505589,TTC3
19995,TTC38,-1.2675043044,TTC38
19997,TTC39B,1.1201400814,TTC39B
20001,TTC5,-2.2471249046,TTC5
20003,TTC7B,-0.5363032933,TTC7B
20004,TTC8,-0.9551500011,TTC8
20005,TTC9,0.3736175441,TTC9
20009,TTF2,0.3812072834,TTF2
20010,TTI1,-0.0288445852,TTI1
20011,TTI2,-0.0859237527,TTI2
20012,TTK,-3.0162243026,TTK
20013,TTL,0.0257791041,TTL
20014,TTLL1,-1.1303725785,TTLL1
20027,TTPAL,0.2226230953,TTPAL
20056,TTYH3,0.0758363618,TTYH3
20065,TUBA4A,0.6971986879,TUBA4A
20071,TUBB2A,-0.1440220697,TUBB2A
20072,TUBB2B,-0.7548075774,TUBB2B
20075,TUBB4B,-0.0056695932,TUBB4B
20076,TUBB6,-0.0526274713,TUBB6
20080,TUBE1,-1.6092012475,TUBE1
20081,TUBG1,-0.0477679693,TUBG1
20083,TUBGCP2,-0.1362484563,TUBGCP2
20084,TUBGCP3,-0.445421206,TUBGCP3
20094,TUSC3,0.0880485457,TUSC3
20096,TUT1,0.2040131254,TUT1
20099,TWF1,0.0071050198,TWF1
20101,TWIST1,0.3638131852,TWIST1
20103,TWISTNB,-0.7481560256,TWISTNB
20104,TWSG1,0.1696625081,TWSG1
20106,TXLNB,-3.6108375563,TXLNB
20110,TXN2,0.0642868652,TXN2
20111,TXNDC11,-0.1660355985,TXNDC11
20112,TXNDC15,0.158283103,TXNDC15
20114,TXNDC17,0.0841013043,TXNDC17
20117,TXNDC9,0.0656036468,TXNDC9
20119,TXNL1,0.0132244401,TXNL1
20121,TXNL4B,0.2508128446,TXNL4B
20122,TXNRD1,0.100527863,TXNRD1
20125,TYMS,0.3705254859,TYMS
20127,TYRO3,0.144366924,TYRO3
20131,TYSND1,0.5010217263,TYSND1
20132,TYW1,0.0425529707,TYW1
20135,TYW5,-0.2405639204,TYW5
20141,UAP1L1,-0.3962184998,UAP1L1
20142,UBA2,-0.0491369501,UBA2
20143,UBA3,0.0564939016,UBA3
20144,UBA5,0.0087390271,UBA5
20145,UBA52,0.1494068317,UBA52
20146,UBA6,-0.0266006235,UBA6
20147,UBAC1,-0.2242921339,UBAC1
20148,UBAC2,-0.2255117503,UBAC2
20152,UBAP1,-0.2079631752,UBAP1
20154,UBAP2,0.2246954676,UBAP2
20161,UBE2A,0.1142558449,UBE2A
20162,UBE2B,-0.1507605404,UBE2B
20163,UBE2C,-1.2060012403,UBE2C
20164,UBE2D1,0.2503576881,UBE2D1
20170,UBE2E2,-0.3135664504,UBE2E2
20171,UBE2E3,-0.1094531169,UBE2E3
20172,UBE2G1,0.0242053303,UBE2G1
20174,UBE2I,-0.0088725298,UBE2I
20175,UBE2J2,0.1615138203,UBE2J2
20176,UBE2K,-0.3710988211,UBE2K
20177,UBE2L3,-0.1609496955,UBE2L3
20178,UBE2L6,0.2060207564,UBE2L6
20181,UBE2N,0.1151415943,UBE2N
20184,UBE2Q1,0.1164347073,UBE2Q1
20188,UBE2S,-0.3657355107,UBE2S
20189,UBE2T,-1.3020835213,UBE2T
20191,UBE2V2,0.0534292633,UBE2V2
20193,UBE2Z,0.0832934888,UBE2Z
20199,UBFD1,0.2157582652,UBFD1
20200,UBIAD1,0.1145568126,UBIAD1
20201,UBL3,0.0601539914,UBL3
20203,UBL5,0.174446124,UBL5
20204,UBL7,-0.1614633335,UBL7
20205,UBLCP1,0.0833921481,UBLCP1
20206,UBN1,0.0899697023,UBN1
20207,UBN2,0.1811462644,UBN2
20210,UBQLN1,-0.0875315742,UBQLN1
20211,UBQLN2,-0.2950749113,UBQLN2
20213,UBQLN4,-0.0784757843,UBQLN4
20219,UBTD1,0.4822936852,UBTD1
20221,UBTF,0.3295079201,UBTF
20225,UBXN11,-0.3045969132,UBXN11
20228,UBXN4,-0.0810187093,UBXN4
20229,UBXN6,-0.2887013107,UBXN6
20231,UBXN8,0.224913197,UBXN8
20233,UCHL1,0.1330565479,UCHL1
20234,UCHL5,0.1382167764,UCHL5
20236,UCKL1,-0.423765666,UCKL1
20241,UCP2,0.1580656131,UCP2
20242,UCP3,-1.6778294211,UCP3
20244,UFC1,-0.2831312454,UFC1
20249,UFSP2,-0.6374785388,UFSP2
20251,UGDH,-0.0702873699,UGDH
20253,UGGT1,-0.0010151161,UGGT1
20255,UGP2,-0.0210956323,UGP2
20271,UHRF2,0.1401806332,UHRF2
20272,UIMC1,-0.1692399503,UIMC1
20275,ULK1,0.3042609039,ULK1
20276,ULK2,-0.2316351084,ULK2
20282,UMPS,0.3001857668,UMPS
20283,UNC119,-0.0489470075,UNC119
20284,UNC13A,-3.5744852014,UNC13A
20285,UNC13B,0.4648214115,UNC13B
20287,UNC13D,-0.8032111922,UNC13D
20288,UNC45A,0.0025088038,UNC45A
20289,UNC45B,-1.1855829359,UNC45B
20290,UNC50,0.0545216821,UNC50
20292,UNC5B,0.0840463782,UNC5B
20294,UNC5C,-0.9761864613,UNC5C
20295,UNC5CL,0.3511243152,UNC5CL
20300,UNC93B1,0.7084758826,UNC93B1
20302,UNG,-0.9339899017,UNG
20308,UPB1,#VALUE!,UPB1
20310,UPF2,0.1669850432,UPF2
20311,UPF3A,0.156626218,UPF3A
20315,UPK1B,-1.4967495701,UPK1B
20319,UPP1,0.3703456603,UPP1
20326,UQCRC1,-0.1049627814,UQCRC1
20328,UQCRFS1,-0.0152155807,UQCRFS1
20329,UQCRH,-0.0687829117,UQCRH
20331,URB2,-0.2783660402,URB2
20333,URM1,-0.0561624243,URM1
20335,UROD,0.0609272345,UROD
20336,UROS,-0.1717276959,UROS
20338,USE1,-0.4423795838,USE1
20339,USF1,0.1361834779,USF1
20340,USF2,-0.0993703524,USF2
20345,USO1,-0.031358942,USO1
20346,USP1,0.2744964039,USP1
20347,USP10,-0.0934653614,USP10
20348,USP11,0.2535277124,USP11
20350,USP13,-0.3990595526,USP13
20351,USP14,-0.2342331725,USP14
20352,USP15,0.3841960094,USP15
20378,USP19,0.0317824332,USP19
20379,USP2,-0.4967038713,USP2
20380,USP20,0.3508565256,USP20
20383,USP25,-0.2635255317,USP25
20386,USP28,-0.6448115941,USP28
20388,USP3,-0.1904762151,USP3
20389,USP30,-0.2317567738,USP30
20391,USP31,0.299395177,USP31
20400,USP39,-0.1376713025,USP39
20402,USP42,-0.1684056194,USP42
20406,USP47,-0.0350206935,USP47
20407,USP48,-0.105524973,USP48
20408,USP49,0.2811437412,USP49
20413,USP54,-0.1676927864,USP54
20415,USP6NL,-0.0768179712,USP6NL
20416,USP7,0.0175442715,USP7
20417,USP8,-0.0274286388,USP8
20418,USP9X,0.0807496067,USP9X
20420,USPL1,0.0211321056,USPL1
20424,UTP14A,-0.024644736,UTP14A
20425,UTP15,0.064178322,UTP15
20426,UTP18,-0.6364578078,UTP18
20428,UTP23,0.1715420567,UTP23
20429,UTP3,0.3548521096,UTP3
20431,UTRN,-0.0060148695,UTRN
20436,UVRAG,0.2293049083,UVRAG
20437,UXS1,0.3800666764,UXS1
20438,UXT,-0.1142523649,UXT
20439,VAC14,-0.0965494336,VAC14
20440,VAMP1,0.8612356175,VAMP1
20441,VAMP2,-0.2588876999,VAMP2
20442,VAMP3,-0.0082709964,VAMP3
20443,VAMP4,0.0089211515,VAMP4
20444,VAMP5,-0.0828566676,VAMP5
20445,VAMP7,#VALUE!,VAMP7
20446,VAMP8,0.1356611743,VAMP8
20448,VANGL2,-0.9009107914,VANGL2
20449,VAPA,-0.1059682196,VAPA
20450,VAPB,-0.3112313045,VAPB
20451,VARS,-0.1215497422,VARS
20452,VARS2,#VALUE!,VARS2
20454,VASH2,-1.5489625554,VASH2
20456,VASP,-0.1470556298,VASP
20457,VAT1,-0.1540353211,VAT1
20460,VAV2,-0.0051461507,VAV2
20467,VCAN,-0.1664204794,VCAN
20468,VCL,-0.0928784218,VCL
20469,VCP,-0.0678219871,VCP
20470,VCPIP1,0.2655447575,VCPIP1
20477,VDAC2,-0.0354538574,VDAC2
20478,VDAC3,-0.1010506311,VDAC3
20480,VEGFA,0.1516470765,VEGFA
20481,VEGFB,-0.3435103505,VEGFB
20482,VEGFC,0.1474511008,VEGFC
20486,VEPH1,-0.1379159524,VEPH1
20488,VEZT,-0.3224109752,VEZT
20493,VGLL4,-0.1713801637,VGLL4
20494,VHL,-0.2733249467,VHL
20498,VIM,0.0271174396,VIM
20505,VKORC1,-0.0954490718,VKORC1
20507,VLDLR,-0.5253980169,VLDLR
20509,VMAC,-0.9794673041,VMAC
20519,VOPP1,0.332368935,VOPP1
20523,VPS11,0.2491910077,VPS11
20524,VPS13A,-0.1452380863,VPS13A
20526,VPS13B,-0.9306208309,VPS13B
20529,VPS18,0.1294724268,VPS18
20531,VPS26A,0.1810758963,VPS26A
20532,VPS26B,-0.4478943356,VPS26B
20533,VPS28,-0.2909549612,VPS28
20534,VPS29,-0.1835194719,VPS29
20535,VPS33A,-0.021900394,VPS33A
20536,VPS35,0.1114240128,VPS35
20537,VPS36,-0.9007074559,VPS36
20538,VPS37A,0.2348615401,VPS37A
20539,VPS37B,-0.177694586,VPS37B
20543,VPS41,0.0360251439,VPS41
20544,VPS45,-0.2041666685,VPS45
20545,VPS4A,-0.247371391,VPS4A
20546,VPS4B,0.2198094663,VPS4B
20548,VPS53,0.0502160773,VPS53
20550,VPS72,-0.5902544972,VPS72
20553,VRK1,0.1583416641,VRK1
20555,VRK3,-0.2367997671,VRK3
20562,VSNL1,0.534814966,VSNL1
20567,VSTM4,-3.0546791034,VSTM4
20571,VTA1,0.0585715396,VTA1
20573,VTI1A,-0.0224325411,VTI1A
20575,VTN,0.0696290784,VTN
20580,VWA1,-0.3783640026,VWA1
20587,VWA7,-0.7656992154,VWA7
20590,VWC2,0.1021792985,VWC2
20599,WARS,0.0248799511,WARS
20602,WASF1,0.2094724477,WASF1
20603,WASF2,-0.0967243501,WASF2
20611,WBP11,-0.1550314741,WBP11
20613,WBP1L,-0.0170845172,WBP1L
20614,WBP2,-0.1211245634,WBP2
20616,WBP4,0.4422356447,WBP4
20623,WDFY1,0.0572889931,WDFY1
20628,WDHD1,-0.46954732,WDHD1
20629,WDPCP,-1.4931114585,WDPCP
20630,WDR1,-0.051070136,WDR1
20633,WDR12,-0.116623638,WDR12
20635,WDR18,-0.7334676495,WDR18
20637,WDR20,0.0929294943,WDR20
20638,WDR24,-0.1147319774,WDR24
20639,WDR25,-0.3261947083,WDR25
20640,WDR26,0.1247676965,WDR26
20642,WDR3,0.0565060146,WDR3
20644,WDR33,-0.0819998836,WDR33
20645,WDR34,-0.0221407018,WDR34
20646,WDR35,-0.5595257354,WDR35
20648,WDR37,-0.2091584669,WDR37
20651,WDR41,-0.0609499997,WDR41
20653,WDR44,0.1791000917,WDR44
20654,WDR45B,-0.0196726799,WDR45B
20655,WDR46,0.1997920595,WDR46
20656,WDR47,0.6031384454,WDR47
20657,WDR48,0.044630096,WDR48
20659,WDR5,-0.1221074978,WDR5
20661,WDR53,0.0638035008,WDR53
20662,WDR54,-0.1969611765,WDR54
20665,WDR5B,0.2884882539,WDR5B
20668,WDR61,-0.1247000714,WDR61
20675,WDR7,-1.190665404,WDR7
20676,WDR70,-0.6380745148,WDR70
20678,WDR73,0.0487690328,WDR73
20680,WDR75,-0.0363349961,WDR75
20684,WDR81,0.6566908589,WDR81
20693,WDR89,-0.5602116168,WDR89
20695,WDR91,0.4317174757,WDR91
20701,WDYHV1,-0.1928627127,WDYHV1
20702,WEE1,-0.0449181343,WEE1
20704,WFDC1,-0.8790148131,WFDC1
20717,WFS1,-0.084795761,WFS1
20718,WHAMM,0.476347377,WHAMM
20725,WIPF1,0.0911497158,WIPF1
20728,WIPI1,-0.4631360411,WIPI1
20729,WIPI2,0.2704953031,WIPI2
20733,WLS,-0.0409102978,WLS
20734,WNK1,0.0703561406,WNK1
20748,WNT5A,-0.5774668224,WNT5A
20749,WNT5B,0.0857081158,WNT5B
20755,WNT9A,1.2383497045,WNT9A
20757,WRAP53,-0.3569270732,WRAP53
20759,WRB,-0.2594371376,WRB
20761,WRNIP1,0.1369014564,WRNIP1
20762,WSB1,0.2496134381,WSB1
20763,WSB2,-0.0150659276,WSB2
20768,WTAP,0.1964015651,WTAP
20773,WWC2,0.22241383,WWC2
20776,WWOX,-0.9908339826,WWOX
20777,WWP1,0.0588913471,WWP1
20778,WWP2,0.0462579995,WWP2
20779,WWTR1,0.1445563297,WWTR1
20781,XAB2,0.3033281254,XAB2
20785,XBP1,-0.1101186809,XBP1
